id;name;price_usd;stock;barcode;units;due_date
24900000004;5-FLUOROURACIL FLUOROURACILO CR 2,5%15 G;1718.24;12;7704190072498;0
20000000011;ABECAB 5/20MG 30TABLETAS CAPSUVEN;86.16;64;7598055000418;0
22310007015;ABRETIA 25MG X 20 CAPS.;1179.08;3;7591619520902;0
22330002502;ACCUALAXAN MACROGOL POLVO SOL. ORAL  255;387.7;29;7803510003638;0
22330002501;ACCUALAXAN POLVO SOL ORAL 7SOBRES 7g;283.08;12;7803510003669;0
21600001808;ACEITE ALMENDRA 30 ML FARMAGENIK;115.95;31;112244301147;0
21200000003;ACEITE CREMOSO BABY 200GR DERNIER;67.77;2;7596049000123;0
23400000002;ACEITE DE COCO 30 ML INNOVATEK;80.15;8;7591616000056;0
21600001815;ACEITE DE COCO 30ML 1FRASCO FARMAGENIK;97.67;42;112244301154;0
30400000001;ACEITE DE MAGNESIO TRANSDERMAL SPRAY 118;274.15;16;617748376269;0
21600001828;ACEITE DE RICINO EXTRAFINO 30ML FARMAGEN;112.38;23;112244301130;0
23400000023;ACEITE HIGADO DE BACALAO 180 ML INNOVA;155.07;199;7591616001930;0
21600001820;ACEITE MINERAL 30ML X 1 FARMAGENIK;91.86;2;112244301123;0
27320016800;ACEMUK 100ML JBE MEYER;448.21;3;7795380043091;0
27320016802;ACEMUK 200MG X 10 COMP EFEV MEYER;367.05;7;7795380002333;0
27320016803;ACEMUK 600MG X 30 COMP MEYER;797.96;15;7707355055756;0
16810648500;ACERT-8 8MG ACERT-8 10BLISTX10TAB CANDES;285.44;5;8904306500900;0
25510000105;ACETAB X 20 TAB.OFTALMI;502.65;41;7591196004802;0
23400000005;ACETAFEN FORTE  120 ML SUSP INNOVA;81.97;99;7591616002142;0
25560263656;ACETAMINOFEN 120 MG/5ML SOL ORAL 60 ML O;58.42;24;7591196006486;0
77060000300;ACETAMINOFEN 120MG/5ML JBEX120ML.QUIM-F;81.04;829;7598484000027;0
25510000107;ACETAMINOFEN 120MG/5ML SOL  120ML OFTALM;91.3;49;7591196006387;0
10260000271;ACETAMINOFEN 125 MG  6 SUP ALESS;60.18;77;7597758000770;0
22860000200;ACETAMINOFEN 150 MG/5ML 120 ML LASANTE;74.91;143;7592454003100;0
19500000021;ACETAMINOFEN 150MG/5ML JBE QUALITYMED;80.79;106;7703712035454;0
73010000931;ACETAMINOFEN 180MG/5ML JBE 120ML SPEFAR;115.36;142;7590027002055;0
10260000272;ACETAMINOFEN 250 MG 6 SUP ALESS;70.72;70;7597758000787;0
62260000080;ACETAMINOFEN 250MG/5ML 100 ML SUSP KMPLU;70.97;316;6942189530197;0
62260000082;ACETAMINOFEN 500 MG 10 TABL KMPLUS;17.15;155;6921875008530;0
25560263657;ACETAMINOFEN 500 MG 30 TABL OFTALMI;68.46;40;7591196006523;0
19500000038;ACETAMINOFEN 500 MG 300 TABL QUALITYMED;416.99;35;7703712035362;0
14210000305;ACETAMINOFEN 500MG 10BLISTER 10TAB LATTA;103.39;35;720524031105;0
17412465134;ACETAMINOFEN 500MG 10TAB CALOX;32.09;507;7591519004144;0
25410000159;ACETAMINOFEN 500MG 10TAB GENVEN;27.15;1154;7591585376657;0
10210000272;ACETAMINOFEN 500MG 20 TAB ALESS;34.87;76;7597758000596;0
22810000200;ACETAMINOFEN 500MG 20 TAB LA SANTE;52.26;154;7592454000031;0
14950220100;ACETAMINOFEN 500MG CHLORFENIRAMINA 4MG 2;25.76;7;7598828001024;0
77010000525;ACETAMINOFEN 500MG X 20 TAB. QUIM-FAR;27.01;1348;7598484001000;0
22810048500;ACETAMINOFEN 650 MG DISP 100 TAB LA SANT;285.94;6;7592454003391;0
17412465133;ACETAMINOFEN 650MG 10TAB CALOX;36.48;68;7591519005264;0
29810013505;ACETAMINOFEN 650MG 10TAB PLUSANDEX;28.3;1746;7594001101604;0
73010000925;ACETAMINOFEN 650MG 10TAB SPEFAR;77.19;112;7590027001669;0
25410000155;ACETAMINOFEN 650MG 30COMP LETI;76.54;763;7591585179050;0
73010000930;ACETAMINOFEN 750MG 10COMP SPEFAR;65.34;184;7590027002079;0
73010000941;ACETAMINOFEN CLORFENAMINA 125MG-1MG/5ML;96.17;128;7590027002444;0
30810063216;ACETAMINOFEN COLPRIN FORT  650MG  10 COM;59.08;77;7592806137057;0
33260000350;ACETAMINOFEN JBE 120 ML. COFASA;84.32;301;7591818132074;0
18200000038;ACETAMINOFEN SOL. ORAL 180 MG/5ML  120 M;72.27;51;7598455000537;0
62260000002;ACETAMINOFEN SUSP 125MG/5ML X60ML KMPLUS;56.21;174;6942189530159;0
26000000001;ACETAMINOFEN SUSP PED 120MG/5ML 60ML  JM;44.99;36;7598981001176;0
62260000083;ACETAMINOFEN SUSP PED 160MG/5ML 100ML KM;61.44;598;6942189530180;0
17210000540;ACETAMINOFEN TRAMADOL 325/37,5MG 10 CALO;90.26;515;7591519008494;0
16600000029;ACETAMINOFEN+CAFE+CLORF 6 SOBRES UNIGRIP;184.3;25;7598852001373;0
30900000002;ACETAMINOFEN+CAFEINA 650/65MG  10TAB FAR;27.86;103;8906005118349;0
16600000022;ACETATO DE MEDROXIPROGESTERONA 10MG  28T;254.83;10;7598852001076;0
16600000021;ACETATO DE MEDROXIPROGESTERONA 5MG 30TAB;169.5;6;7598852001069;0
30860000230;ACETOBEN 100MG/5 ML X 120 ML.RONAVA;140.31;2;7592806121018;0
33720000520;ACEVAL 100MG/ML GOTAS 30ML;113.78;20;7591020006156;0
33760000520;ACEVAL 180MG/5ML 120 ML SOL PED;119;84;7591020008839;0
33710000510;ACEVAL 650 MG. X 10 TAB.;49.9;240;7591020000611;0
33710000511;ACEVAL DIA 650/20/2 MG 8 TAB;72.56;316;7591020009423;0
33710000512;ACEVAL NOCHE 650/4 MG 6 TAB;72.56;324;7591020009430;0
21660100055;ACHICORIA JARABE FARMAGENIK;104.36;105;25525755;0
23530000820;ACICLOR 5% CREMA 10 GRS.;253.55;25;7591585311634;0
25410000860;ACICLOR A.P.1GR X 10 COMP .LETI;676.77;97;7591585111838;0
14210000005;ACICLOVIR 200MG 10 TAB  LATTAN MEDIC;45.49;5;720524031174;0
29610000901;ACICLOVIR 200MG 10TAB POLINAC;89.24;38;7592348211031;0
29610000900;ACICLOVIR 200MG X 20 TAB POLINAC;111.54;12;7592348020114;0
22810000835;ACICLOVIR 200MG X 24 TAB.GALENO;154.03;82;7592454102001;0
17210000905;ACICLOVIR 200MG X 25 TAB.CALOX;168.3;59;7591519005639;0
29710017410;ACICLOVIR 5% CR TOPICA 10G CALOX;153.01;194;7591519001099;0
19500000039;ACICLOVIR 800 MG 10 TABL QUALITYMED;232.54;53;7703712035256;0
16810060150;ACICLOVIR B.P. 200 MG 10 BLIST X 10 TABL;249.76;10;8904306503475;0
